Stock Price,Total Debt,Cash,Revenues: Last yr,Invested Capital,Reinvestment Rate,ROE,ROC,Net Margin,Invested Capital,BV of Assets,Net Income,EBIT,EBITDA,FCFF,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,Trailing Revenues,Trailing Net Income,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital
6.21,2.1,17.5,80.5,1.11,0.48,0.05,0.1,0.05,61.4,91.3,4.2,10.31,13.91,3.31,0.2,0.18,0.19,2.2,3.6,94.6,4.5,0.24,0.18,0.03,0.02,0.03
4.23,0,39.2,0.3,14.37,0.14,-0.32,-3.33,-41,4.1,40.8,-12.3,-13.65,-13.45,-11.75,0.4,65.33,0.96,0.2,0.2,0.6,-18.5,0,0.02,0,0,0
1.05,0,3.3,17.9,5.57,-0.29,-0.25,0.54,-0.09,3,11,-1.6,1.61,2.21,2.08,0.17,0.21,0.3,0.4,0.6,15.7,-0.8,0,0.13,0,0,0
0.25,0,0.2,1.1,0.4,0.16,,-0.88,-6.45,6.7,2.8,-7.1,-5.9,-5.5,-4.96,0.07,0.14,0.07,0.2,0.4,1.4,-1.2,0,0.21,0,0,
1.18,0,24.8,0.9,,0.18,-0.07,-2.43,-2,2.1,28.7,-1.8,-5.1,-4,-4.17,1.31,22.55,0.86,0.5,1.1,1.1,-1.2,0.05,0.02,0,0,0
34.57,427.2,216.7,446.5,2.05,0.2,0.13,0.13,0.18,843.8,1398.3,80.6,183.82,219.32,90.39,0.11,0.45,0.15,62.5,35.5,479.1,80.6,0.11,0.65,0.28,0.22,0.4
0,16.3,0.2,62.5,0.57,-1.71,-0.03,0.07,0,28.1,38.4,-0.3,2,2.7,5.42,0.01,0,0.01,0.5,0.7,49.7,-3,0.1,0.16,1234.85,1,0.58
0.17,0.6,0.1,9,1.93,1.08,,0.12,0,3,1.4,0,0.37,0.57,-0.03,0.02,0.01,0.07,0,0.2,7,-1.8,0,0.07,0.11,0.1,
9.98,49.3,5.2,2032.7,1.32,-0.3,0.03,0.11,0.01,488.4,830.3,15.2,52.85,81.65,68.47,0.01,0,0.01,12.1,28.8,2046.5,20.6,0.07,0.12,0.08,0.08,0.1
3.45,2,3.5,22.3,4.92,-1.65,-0.27,-0.06,-0.13,8.9,15.2,-2.8,-0.57,1.73,-1.5,0.07,0.15,0.23,3.2,2.3,22.6,-3.4,0.07,0.36,0.04,0.04,0.16
3.9,1.8,4.4,4.4,10,0.22,0.25,0.57,0.3,2.7,9.7,1.3,2.24,2.74,1.2,0.14,0.83,0.45,1.1,0.5,5.3,1.4,0,0.47,0.06,0.06,0.25
7.45,3.6,3.3,17.3,6.32,0.45,-0.52,-0.52,-0.24,8.2,20.1,-4.1,-4.27,-1.67,-2.35,0.06,0.16,0.16,0.4,2.6,20.3,-7.5,0.03,0.33,0.07,0.07,0.31
8.2,0,6.2,309.1,1.68,0.9,0.09,0.17,0.02,62.9,118.8,6.2,18.21,25.91,1.08,0.06,0.02,0.05,15.2,7.7,329,-0.4,0,0.32,0,0,0
4.8,3,1.1,90,1.48,-0.11,0.07,0.13,0.02,30.3,44.6,2,3.95,5.65,4.38,0.02,0.01,0.02,0.6,1.7,93.4,-4.3,0.06,0.13,0.07,0.07,0.1
4.96,0,7.7,22,0.66,0.23,-0.21,-0.39,-0.15,8,17.5,-3.3,-3.12,-2.72,-2.41,0.59,0.38,0.44,0.2,0.4,20.4,-2.4,0,0.05,0,0,0
31.02,306.2,24.8,2435.9,1.43,0.59,0.1,0.13,0.02,766.4,1451.2,47.6,155.65,216.05,39.89,0.02,0.01,0.02,111.1,60.4,2482.1,49.2,0.12,0.18,0.37,0.27,0.39
0.9,0.8,0.7,20.5,2.4,64.67,-0.09,0,-0.08,18.2,20.3,-1.7,-0.04,1.76,2.48,0.02,0.04,0.03,0.4,1.8,16.8,-1.7,0,0.59,0.02,0.02,0.04
23.85,5,8.6,232.5,6.11,-0.14,0.24,0.32,0.03,27.5,83.3,7.6,13.69,15.09,9.96,0.05,0.03,0.1,0.8,1.4,282,11.3,0.34,0.03,0.03,0.03,0.14
0,0.8,0,0.8,,0,,0.19,-0.75,-2,0.3,-0.6,-0.38,-0.38,-0.38,0,0,0,0,0,0.8,-0.7,0.33,0.33,0.67,0.4,
23.37,17204,4556,27428,3.09,-0.15,0.09,0.18,0.05,26663,41321,1288,8148.86,12868.86,5573.84,0.05,0.16,0.11,3980,4720,27901,1288,0.19,0.55,0.25,0.2,0.56
30.93,5.9,37.1,224.1,5.46,-0.75,0.04,0.16,0.02,97.3,235.3,5.5,22.99,39.39,27.68,0.07,0.16,0.16,5.5,16.4,234.4,13.8,0.19,0.09,0.01,0.01,0.04
45.75,2526.1,581.4,4372,1.23,-0.3,0.01,0.04,0,4072.5,7588.5,21.1,380.36,477.46,197.18,0.1,0.13,0.08,40.2,97.1,4404.7,21.1,0.34,0.07,0.82,0.45,0.54
30.54,0,183.1,881.8,6.16,0.27,0.13,0.26,0.07,246,569.1,57.7,102.29,115.39,46.57,0.11,0.19,0.32,21.4,13.1,959,59.7,0.19,0.06,0,0,0
6,19,0.4,91.3,0.85,0.06,-0.11,0.16,-0.05,65.9,80.7,-5,10.52,19.72,9.92,0.01,0,0,9.8,9.2,91.3,-4.8,0,0.74,0.51,0.34,0.29
6.58,0,7,21.6,3.06,-0.1,0.05,0.08,0.07,25.4,35.5,1.6,3.08,4.38,2.24,0.08,0.33,0.2,1.1,1.3,21.5,2,0.09,0.06,0,0,0
18.19,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
0.45,19.7,0,32.5,1.17,-0.41,-0.29,0.29,-0.05,25.2,27.6,-1.6,7.21,12.11,10.19,0,0,0,1.6,4.9,34.3,-1.4,0.17,0.53,2.03,0.67,0.78
31,44.7,37.8,,1.82,,0.09,,,33.4,399.1,2.4,,,,0.38,,0.09,0,0,0,3.2,0,0,0.83,0.45,0.63
67.17,421.1,94.8,951.5,6.71,-0.26,0.17,0.14,0.09,821.7,1403.6,85.1,183.35,220.15,143.45,0.02,0.09,0.07,10,36.8,1038.1,85.1,0.07,0.7,0.08,0.08,0.46
41,207.3,17.8,395.6,3.1,-0.11,,0.3,0.03,132.9,208,13.4,57.84,74.54,43.81,0.04,0.04,0.09,12.4,16.7,395.6,13.4,0,0.26,0.93,0.48,
50.15,234.9,688,2294.2,9.63,0.24,0.18,0.25,0.18,1880.8,3230.7,409.9,621.73,707.53,360.99,0.04,0.25,0.21,89.5,85.8,2736.1,409.9,0.25,0.1,0.01,0.01,0.09
36.79,136.8,7.8,433.1,3.61,1.18,0.19,0.25,0.21,613.5,945.5,92.5,240.37,330.57,-27.97,0,0.01,0.01,268.2,90.2,638.1,127.3,0,0.86,0.07,0.06,0.22
44.64,6624,5416,,1.38,,0.06,,,22597,111815,1195,,,,0.15,,0.05,0,0,0,0,0.06,0,0.22,0.18,0.24
7.9,3,9.3,51.7,6.12,0.09,-0.3,-0.22,-0.22,31.5,52,-11.3,-6.97,-4.27,-6.34,0.05,0.17,0.18,1.7,2.7,53.2,-12.1,0.25,0.12,0.02,0.01,0.07
7.43,0.1,77.4,73.6,4.61,-0.75,0.06,0.38,0.11,64.5,155.5,7.8,41.21,63.51,43.12,0.21,1.35,0.5,4.8,22.3,57.3,-2.5,0.38,0.07,0,0,0
22.96,0,29.5,38.1,7.74,0.5,-0.04,-0.06,-0.1,65.4,100.4,-3.7,-3.83,-0.63,-1.92,0.06,0.56,0.29,2.3,3.2,52.9,-0.3,0.05,0.03,0,0,0
49.9,258.1,45.3,,0.98,,0.14,,,1613.9,11212,199.4,,,,0.03,,0,19.6,0,0,204.1,0,0.01,0.19,0.16,0.16
1.53,54.3,10.1,,0.56,,-0.18,,,104.2,1947.9,-10.9,,,,0.15,,0.01,0,0,0,-14.2,0,0.01,3.93,0.8,0.48
28.69,0,172.6,208.8,4.6,0.83,0.02,0.15,0.02,97.2,319.3,4.8,14.53,27.13,2.52,0.28,0.6,0.54,8.4,12.6,289.4,8.8,0.1,0.07,0,0,0
9.27,224.1,14.9,824.3,0.93,-0.32,-0.04,0.08,-0.01,416.5,656.6,-8.9,35.12,54.12,46.42,0.04,0.02,0.02,9.8,19,818.3,-8.9,0.11,0.15,1.24,0.55,0.52
36.81,1131.3,141.7,3354.5,1.5,1.02,0.24,0.13,0.09,2311.6,3013.2,315.8,476.34,480.34,-5.66,0.04,0.04,0.05,6.6,4,3843.3,315.8,0.03,0,0.46,0.31,0.46
19.59,107.1,10.4,563.6,1.99,-0.21,0.43,0.2,0.01,147,195.1,6.6,28.8,35.7,34.84,0.03,0.02,0.05,1.4,6.9,584,14.1,0.61,0.08,0.55,0.35,0.88
15.81,81.4,44.1,890.2,2.08,-0.49,-0.02,0.14,0,242.7,543,-4.3,34.36,77.26,51.3,0.08,0.05,0.08,23.2,42.9,914.9,-4.3,0.04,0.26,0.17,0.15,0.28
27.81,105.5,23.7,666.2,1.68,-0.08,0.14,0.15,0.04,257.4,442.3,25.3,55.56,67.46,40.5,0.05,0.04,0.05,8.8,11.9,666.2,25.3,0.15,0.22,0.3,0.23,0.38
23.18,15.7,7.6,305.8,2.29,0.22,0.16,0.19,0.07,135.4,188.9,20.8,40.3,45.9,20.15,0.02,0.02,0.04,1.7,5.6,339.9,23.1,0.05,0.27,0.05,0.05,0.11
48,584.3,250,3043.4,2.83,-0.04,0.2,0.25,0.08,1555.6,2850.6,246.9,521.64,616.64,398.54,0.05,0.08,0.09,47.6,95,3278,259.5,0.33,0.14,0.14,0.13,0.32
39.75,34,37.9,449.2,3.9,0.28,0.16,0.22,0.07,185.2,362.1,30.2,59.92,72.82,29.02,0.05,0.08,0.1,17.5,12.9,503.7,37.9,0.25,0.13,0.05,0.04,0.15
22.71,559.1,1469.5,14448.4,4.97,0.07,0.17,0.28,0.05,3204.8,7071.4,708.4,1404.38,1683.18,825.16,0.08,0.09,0.21,335.4,278.8,15693,708.4,0.22,0.23,0.03,0.03,0.12
6.86,8.2,0.7,64.9,1.03,0.18,-0.01,0.19,0,27.3,34.9,-0.2,5.13,7.53,4.22,0.02,0.01,0.02,2.9,2.4,58.8,-0.1,0.07,0.71,0.4,0.28,0.29
1.86,536.1,16.1,1453.9,0.85,-0.45,-0.04,0.15,0,689.8,961,-6.2,102.21,159.51,147.73,0.03,0.01,0.02,9.4,57.3,1163.2,-85.6,0.47,0.26,8.12,0.89,0.76
2.35,38.6,7.7,66.7,3.5,-0.14,-0.71,0.46,-0.25,54.2,69.5,-16.6,25.06,28.66,28.6,0.04,0.11,0.11,0,3.6,68.4,-19.5,0.01,0.22,0.24,0.2,0.62
30.01,4.3,653,5294.2,12.6,0.18,0.16,0.28,0.07,1838.1,3319,391.8,829.6,1109.6,428.01,0.03,0.1,0.2,386.2,280,6369.2,425.9,0.02,0.44,0,0,0
15.54,6.7,33.1,195.9,0.55,-0.32,0.02,0.07,0.02,142,224.1,4,13.07,23.37,13.33,0.3,0.17,0.15,6.8,10.3,196.6,0.5,0,0.27,0.06,0.06,0.04
1.8,0,2.4,1.7,25.92,-0.22,-0.72,-2.03,-1.53,1.2,5,-2.6,-2.44,-2.24,-2.97,0.07,12,0.48,0.2,0.2,0.2,-3.6,0,0.32,0,0,0
17.95,8.1,39.4,258.1,2.2,0.12,0.17,0.28,0.09,105.6,170,23.5,46.92,59.42,25.67,0.15,0.16,0.23,19.5,12.5,239,23.5,0,0.35,0.03,0.03,0.06
63.81,4442,326,4385,2.02,-0.12,0.07,0.1,0.08,8904,12298,351,1047.14,1478.14,1047.46,0.02,0.07,0.03,333,431,4864,351,0.21,0.57,0.32,0.24,0.48
36.46,164.5,64.3,,2.02,,0.17,,,758.4,2023.7,110,,,,0.04,,0.03,1.3,0,0,134.4,0,0.01,0.11,0.1,0.2
16.74,20.9,32.9,,2.03,,0.13,,,89.1,1437.3,13.4,,,,0.15,,0.02,0,0,0,0,0,0,0.11,0.1,0.17
26.7,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
55.48,2458,2035,,2.89,,0.14,,,6582,94040,839,,,,0.1,,0.02,0,0,0,839,0.02,0,0.13,0.12,0.29
67.72,1338.2,68.4,986.7,3.35,0.9,0.28,0.13,0.14,1758.7,2045.6,137.3,356.2,442,23.14,0.01,0.06,0.03,305.2,85.8,1088.5,0,0.08,0.67,0.29,0.22,0.73
6.8,834.8,229.6,769.1,1.09,0.61,-0.15,0.12,-0.23,1764.5,2271.7,-173.3,211.66,400.36,83.35,0.11,0.22,0.1,287.6,188.7,1065.5,-217.9,0.29,0.46,0.63,0.39,0.42
16.95,162.2,25.6,553.7,1.74,0.37,0.13,0.14,0.05,356,433.5,27.7,77.68,102.38,31.66,0.04,0.04,0.06,46.3,24.7,606.9,28.2,0,0.88,0.34,0.25,0.43
0.55,0,0,,,,,,,0,0,0,,,,,0,,0,0,52.5,-0.2,,,,,
0.07,0,0.2,,,,-15,,,-0.1,0.4,-1.5,,,,0.08,,0.5,0,0,0,0,0.25,0,0,0,0
12.6,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
35.51,448.4,16.3,2144.9,1.53,0.09,0.35,0.29,0.14,1279.2,1733.6,295.3,591.56,676.26,336.13,0.01,0.01,0.01,102,84.7,2215.6,239.4,0,0.59,0.29,0.23,0.35
27.99,114,2.3,786.6,1.2,1.44,0.16,0.14,0.04,329.9,463,35.2,71.42,86.32,-20.11,0.01,0,0,17.3,14.9,1036.6,47.3,0,0.23,0.4,0.29,0.34
15.79,325.7,348.2,2613.8,1.99,-0.45,0.01,0.12,0,1174.1,2364.6,11.7,145.85,273.45,211.02,0.13,0.12,0.15,49.2,127.6,2820.6,11.7,0.12,0.26,0.14,0.12,0.21
2.02,0.2,3.1,28.2,2.02,-1.45,-0.16,-0.14,-0.09,12.9,22.7,-2.5,-1.8,-1.2,-4.41,0.11,0.08,0.14,0.5,0.6,39.6,1.3,0.21,0.04,0.01,0.01,0.01
18.15,0,92.7,1459.6,3.85,0.11,0.14,0.22,0.03,183.8,474.6,38.1,64.95,82.95,35.95,0.12,0.06,0.2,19.1,18,1499.2,52.6,0,0.15,0,0,0
35.56,0,50.4,341.5,5.16,-0.02,0.23,0.41,0.11,106.7,200,35.9,46.79,55.19,44.22,0.08,0.13,0.25,6.8,8.4,383.5,39.5,0.26,0.25,0,0,0
25.51,222.8,27.4,375,1.18,-0.03,0.11,0.09,0.04,341,477.5,15.9,45.64,56.84,31.11,0.06,0.07,0.06,5.2,11.2,383.6,15.7,0.1,0.22,1.07,0.52,0.6
0.93,0,3.2,1.8,16.2,-0.53,-0.31,-1.33,-0.72,1,4.8,-1.3,-1.33,-1.23,-2.03,0.16,2,0.67,0.8,0.1,1.6,-1.6,0,0.21,0,0,0
0.22,1.1,1.1,0.9,4.46,-0.07,-4.62,-3.17,-6.67,1.3,3.2,-6,-4.11,-3.91,-4.41,0.16,,0.34,0.1,0.2,0,-0.3,0.31,0.09,0.19,0.16,0.46
9.93,0.2,66.6,106.8,2.54,-0.76,-0.03,0.07,-0.04,86.1,187.7,-4.6,5.95,12.45,10.48,0.23,0.58,0.35,1.9,6.5,114.9,0,0.39,0.02,0,0,0
3.45,1.9,41.1,0.1,,0.04,-0.41,3.72,-153,-2.2,47.6,-15.3,-8.18,-7.18,-7.88,0.18,411,0.86,0.7,1,0.1,-12.3,0.02,0.07,0.01,0.01,0.05
5.23,5.8,0.4,12.1,1.18,-0.53,0.03,0.07,0.02,11.8,14.5,0.2,1.24,1.94,1.31,0.03,0.03,0.03,0.3,0.7,11.9,1,0.13,0.45,0.68,0.41,0.48
26.91,112,6.3,935.8,1.19,0.13,0.06,0.14,0.01,288.4,492.8,10.3,58.39,97.59,35.82,0.02,0.01,0.01,33.8,39.2,1047.8,14.2,0.04,0.42,0.47,0.32,0.4
3.4,4.3,4.4,24,0.56,0.26,-0.08,-0.09,-0.09,26.6,34.7,-2.2,-2.31,-2.21,-1.7,0.23,0.2,0.13,0.1,0.1,22.3,-2.6,0.36,0.05,0.29,0.22,0.14
8.61,1.9,45.6,18.8,14.18,-0.06,-0.47,-1.81,-1.45,14.7,71.2,-27.3,-26.66,-25.76,-28.35,0.18,1.98,0.64,1.5,0.9,23,-26.7,0.03,0.02,0.01,0.01,0.03
58.88,203.6,7.9,516.2,4.11,0.16,0.15,0.14,0.14,691.1,834.1,74.1,167.46,189.26,83.39,0,0.01,0.01,33.3,21.8,581.8,74.1,0.68,0.16,0.08,0.07,0.29
24.99,109.2,26.2,1119.7,2.17,0.07,0.11,0.14,0.08,838.6,1185.7,86,196.17,247.37,110.37,0.01,0.02,0.02,56.2,51.2,1141.6,85.7,0.3,0.35,0.06,0.06,0.13
19.62,135.8,48.8,,1.96,,0.17,,,235.7,1871.1,24.6,,,,0.1,,0.03,0,0,0,24.5,0.01,0,0.36,0.27,0.48
15.44,129.6,88.4,,2.12,,0.08,,,354.4,3336.1,25,,,,0.11,,0.03,0,0,0,31.2,0.02,0,0.18,0.15,0.29
0.17,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
12.5,118.3,1.9,851.7,0.48,-0.43,-0.05,0.05,-0.01,319.1,473.6,-7.5,16.61,45.31,23.74,0.01,0,0,14.8,28.7,900.4,40.8,0,0.52,3.35,0.77,0.42
16.82,28.3,3.5,154.2,2.75,0.33,0.16,0.18,0.04,60,89.5,5.7,11.03,15.63,7.41,0.02,0.02,0.04,3.6,4.6,190.9,9,0.14,0.24,0.2,0.17,0.45
19.8,305.2,67.7,,1.59,,0.12,,,519.4,2742.8,33.3,,,,0.08,,0.02,0,0,0,38.1,0.03,0,0.52,0.34,0.52
24.98,24.7,93.2,,2.05,,0.12,,,401.3,6942.2,56.5,,,,0.1,,0.01,0,0,0,62.9,0.02,0.01,0.03,0.03,0.05
14.5,31.3,15.3,,1.81,,0.14,,,46.5,424.3,4.2,,,,0.15,,0.04,0,0,0,4.4,0,0,0.46,0.32,0.51
21.07,26.7,132.9,1156.6,2.89,0.03,0.15,0.32,0.04,178.5,613.3,42.1,86.17,112.67,56.05,0.2,0.1,0.22,19.1,26.5,1273.9,40.7,0,0.19,0.04,0.04,0.09
5.41,416.8,22.8,513.4,0.83,-0.43,0.06,0.06,0.08,1178.3,2565.4,43.3,117.67,170.47,106.43,0.02,0.04,0.01,20.4,52.8,519.1,43.3,0.16,0.12,0.71,0.41,0.35
48.66,39.9,302.6,,1.48,,0.12,,,434.6,1193.4,82.5,,,,0.32,,0.25,32.4,0,0,100,0.16,0.07,0.04,0.04,0.05
37.56,34.5,99.9,251.2,4.74,0.04,0.18,0.43,0.09,65.9,382.3,23.1,45.14,49.34,27.44,0.24,0.39,0.26,3.7,4.2,256.7,21.9,0.01,0.02,0.09,0.08,0.21
11.55,164.1,96.1,447.5,1.96,0.4,0.05,0.18,0.05,580.7,744.7,23.8,102.75,162.35,61.13,0.08,0.19,0.13,76.7,59.6,515.4,23.8,0,0.58,0.15,0.13,0.24
18,1958,1950,8760,1.78,0.1,0.07,0.25,0.07,9118,13800,601,2585.95,4422.95,2102.15,0.11,0.22,0.14,2050,1837,8819,601,0.04,0.54,0.12,0.11,0.18
0.03,0.2,0,,,,,,,-0.1,0,-0.4,,,,0,,,0,0,0,-0.5,,,0.13,0.12,
0.96,9.6,4.1,17.7,1.22,0.57,-0.46,-0.19,-0.51,25.1,33.8,-9,-4.76,-1.66,-2.03,0.12,0.22,0.12,0.3,3.1,18.3,-8.8,0.11,0.55,0.38,0.28,0.33
0.3,0,1.8,4.8,,-1.04,0,-1.95,0,-0.2,2.8,0,0.39,0.79,0.79,0.18,0.31,0.64,0.1,0.4,5.8,-0.1,0,0.11,0,0,0
11.66,69.7,135,1241.9,8.44,-2.81,0.02,0.12,0,249.3,1109,5.1,71.78,149.08,109.39,0.06,0.1,0.12,34.2,77.3,1411,85.9,0.01,0.45,0.03,0.03,0.18
33.02,1112.9,71.4,1955.7,1.62,-0.46,0.07,0.09,0.03,1924.8,2432.1,60.5,203.98,323.08,266.84,0.02,0.04,0.03,52.9,119.1,1722,125.3,0.03,0.62,0.54,0.35,0.56
45.59,482,24.3,544.2,1.29,1.04,0.16,0.21,0.25,1312,1820.9,134.9,429.86,618.06,-10.82,0.01,0.04,0.01,484.8,188.2,609.8,149.1,0,0.91,0.39,0.28,0.36
20.5,80,14.5,89.3,0.87,0.21,0,0.08,0,180.8,494.5,0.4,14.12,18.62,11.13,0.08,0.15,0.03,5.9,4.5,95.8,3.7,0,0.35,0.87,0.47,0.41
6.62,200.2,52.3,681.8,0.99,-0.04,0.17,0.22,0.04,303.5,474.6,26.7,84.61,111.41,68.73,0.15,0.08,0.11,23.9,26.8,683.2,8.2,0.14,0.24,1.31,0.57,0.56
0,0.8,0.1,1,0.35,0.08,-1.96,-1.21,-4.7,3.1,5.8,-4.7,-3.77,-2.97,-3.45,0.08,0.25,0.02,0,0.8,0.4,-3.5,0.62,0.05,2,0.67,0.25
25.01,0,55.8,70.3,6.99,0.39,0.11,0.36,0.13,29.1,99.2,9.1,15.68,18.38,6.32,0.22,0.71,0.56,5.3,2.7,78.8,9.8,0.03,0.1,0,0,0
3.64,1,8.1,24,2.56,-0.05,0.05,0.09,0.06,24.9,35.3,1.5,2.67,3.57,2.3,0.11,0.32,0.23,0.5,0.9,25.2,1.5,0.2,0.1,0.01,0.01,0.03
10,0,26.8,121.9,0.08,1.26,-0.05,0.05,-0.02,21.8,63.8,-2.6,1.1,2.7,-0.28,0.94,0.2,0.42,1.5,1.6,132.1,-3.2,0,0.05,0,0,0
0,8.6,0,1.5,,-0.81,,1.2,-5.13,-4,0.4,-7.7,-4.79,-4.59,-8.69,0,,0,0,0.2,0,0,0,0.25,43,0.98,
3.58,19.8,48.7,180.3,10.22,0.07,-0.77,-0.72,-0.25,31.1,160.6,-45.9,-22.25,-10.75,-20.61,0.13,0.24,0.3,7.4,11.5,202.2,-37.6,0,0.18,0.06,0.05,0.25
0.68,0,6.7,1,1,-0.71,-0.19,0.18,-1.4,0.8,8.2,-1.4,0.14,0.44,0.24,0.89,,0.82,0.2,0.3,0,0,0,0.15,0,0,0
9.47,140.7,11.5,397.2,1.54,-0.2,0.15,0.17,0.1,384.3,484.4,38.5,89.05,118.25,79.97,0.02,0.03,0.02,19.6,29.2,369.5,7.3,0.42,0.29,0.3,0.23,0.36
6.1,0.8,31.8,80.5,0.84,1.18,-0.18,-0.08,-0.21,69.5,115,-17,-5.9,2.3,1.06,0.35,0.39,0.28,1,8.2,81.4,-13.6,0.17,0.19,0.01,0.01,0.01
40.42,0,57,190.3,2.96,-0.09,0.16,0.54,0.08,34.8,138.1,15,29.23,36.43,20.39,0.36,0.3,0.41,5.5,7.2,190.5,13.1,0,0.21,0,0,0
93.7,0,122.8,183.2,47.44,0.1,0.28,1.67,0.22,26.1,210.1,41.2,70.86,76.26,39.38,0.09,0.61,0.58,10.6,5.4,201.7,41.2,0,0.2,0,0,0
2.9,16,4.1,135.2,2.05,0.02,-0.22,1.51,-0.01,18.7,30.1,-1.5,28.24,30.04,27.78,0.1,0.03,0.14,0.8,1.8,159.9,-1.2,0,0.32,0.6,0.38,0.7
13.58,0,90.9,558.3,2.61,-0.08,0.1,0.21,0.05,156,321.3,25.7,53.04,65.64,35.92,0.18,0.16,0.28,7.1,12.6,573.2,26.4,0,0.17,0,0,0
0.03,3.5,0,2.5,1.05,-0.04,,-0.45,-1.24,3.8,1.9,-3.1,-1.71,-1.21,-1.79,0,0,0,0,0.5,1.9,-4,0,0.05,7,0.88,
44.47,10,349.4,4262.3,7.44,0.02,0.21,0.32,0.14,2412.6,4083.8,586.5,1092,1342.9,748.96,0.02,0.07,0.09,187.8,250.9,4748.5,586.5,0.24,0.17,0,0,0
209.23,23786,0.6,980.7,1.12,0.02,0.25,0.02,0.29,24932.3,25452.8,285,853.21,866.01,515.47,0,0,0,23.5,12.8,1229.4,297.2,0,0,5.68,0.85,0.95
7,0,33.3,145.6,1.88,0.46,0.03,0.08,0.03,86.9,146.9,3.7,11.98,17.78,3.84,0.17,0.22,0.23,6.9,5.8,151.1,4,0,0.19,0,0,0
26.21,515.9,53.5,1307.3,1.96,-0.1,0.17,0.18,0.02,630.5,992,28.9,112.69,149.39,123.52,0.04,0.03,0.05,26.5,36.7,1620.2,15.5,0.31,0.41,0.67,0.4,0.75
33.77,0,37.6,,4.68,,0.2,,,68.6,1348.2,20.9,,,,0.1,,0.03,0,0,0,22.1,0,0,0,0,0
11.34,8,9.9,,1451,,-1.78,,,0.4,11.1,-4.1,,,,0.02,,0.89,0.1,0.1,0,-7,0.02,0.05,0.01,0.01,0.78
7.8,30.6,1.2,109,0.99,0.42,0.1,0.12,0.03,60.5,80,3,11.46,16.86,4.29,0.02,0.01,0.02,7.1,5.4,116.4,2,0.11,0.37,1,0.5,0.5
17.98,0,28.6,,5.04,,0.14,,,40.1,795.5,9.8,,,,0.12,,0.04,0,0,0,11.9,0,0,0,0,0
15.5,37,20.8,,2.08,,0.15,,,50.8,547.7,5.2,,,,0.16,,0.04,0,0,0,5.2,0,0,0.41,0.29,0.52
0.95,0,0.5,0.2,8.67,-0.4,-0.38,-0.41,-5.5,2.4,3.1,-1.1,-0.99,-0.79,-1.39,0.02,1.25,0.16,0,0.2,0.4,-1.2,0.48,0,0,0,0
0.28,0.8,3.5,17.9,11,-0.69,0.07,0.95,0.01,0.4,5.6,0.2,0.38,0.58,0.64,0.44,0.18,0.63,0,0.2,19,0.2,0.21,0.02,0.11,0.1,0.21
2.35,1.2,1.4,5.2,14.91,0.11,,-1.15,-0.77,2.2,2.4,-4,-2.53,-2.43,-2.26,0.04,0.2,0.58,0,0.1,7,-4.3,0,0.04,0.04,0.04,
19.75,222,69,,1.19,,0.06,,,432.2,3053.6,17.6,,,,0.12,,0.02,0,0,0,19.6,0.05,0,0.61,0.38,0.44
31.39,0,0,,,,,,,0,0,0,,,,,0,,0,0,205.5,2.2,,,,,
19.33,12.3,9.3,94.5,4.6,0.09,0.17,0.24,0.08,48.4,71.8,7.8,17.76,23.26,10.76,0.04,0.08,0.13,5,5.5,112.2,11.9,0,0.61,0.06,0.05,0.21
46.63,2182,5966,,2.27,,0.11,,,10628,107757,1629,,,,0.2,,0.06,274,0,0,1746,0.06,0,0.08,0.07,0.13
4.19,1123,3396,11070,2.83,-0.61,0.01,0.16,0.01,4401,14190,90,707.37,1474.37,1135.97,0.21,0.3,0.24,347,767,11168,90,0.04,0.12,0.08,0.07,0.14
4.09,0.2,0,2.2,376,0,,-1.67,-0.18,0.1,0.2,-0.4,-0.17,-0.17,-0.17,0,0,0,0,0,2.2,-0.4,0,0,0.01,0.01,
5.2,2.1,6.8,9.9,4.39,6.51,0.07,0.1,0.11,12.1,23.6,1.1,1.69,1.89,-6.47,0.11,0.31,0.29,0.1,0.2,21.7,1.2,0.04,0.03,0.04,0.04,0.11
0.02,0.7,0,,,,,,,0,0,-0.5,,,,0,,,0,0,0,0,,,0.78,0.44,
16.4,0,3.4,,1.34,,0.03,,,10.4,100.9,0.4,,,,0.2,,0.03,0,0,0,0.1,0,0,0,0,0
2.8,1705.3,503.1,818.2,0.87,-0.46,0.38,0.13,0.19,1606.7,2447,153.2,207.66,381.36,303.96,0.26,0.61,0.21,77.8,173.7,826.9,-53.3,0.4,0.33,8.71,0.9,0.81
73.3,2247,88,8621,5.04,0.46,0.22,0.27,0.13,7056,11804,1100,2868.21,3585.21,1034.54,0,0.01,0.01,1625,717,9066,971,0,0.87,0.07,0.06,0.31
4.98,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
